"year","month","time_period","name","ID_number","mean_monthly_discharge_cfs"
2023,9,"2023-2024","NF_Swannanoa_Walkertown","0344894205 ",6.69375
2023,10,"2023-2024","NF_Swannanoa_Walkertown","0344894205 ",5.03043010752688
2023,11,"2023-2024","NF_Swannanoa_Walkertown","0344894205 ",5.82953472222222
2023,12,"2023-2024","NF_Swannanoa_Walkertown","0344894205 ",49.6022211021505
2024,1,"2023-2024","NF_Swannanoa_Walkertown","0344894205 ",77.8936155913978
2024,2,"2023-2024","NF_Swannanoa_Walkertown","0344894205 ",44.662966954023
2024,3,"2023-2024","NF_Swannanoa_Walkertown","0344894205 ",69.417991814278
2024,9,"2024-2025","NF_Swannanoa_Walkertown","0344894205 ",2426.78571428571
2024,10,"2024-2025","NF_Swannanoa_Walkertown","0344894205 ",16.9661458333333
2024,11,"2024-2025","NF_Swannanoa_Walkertown","0344894205 ",17.4278736111111
2024,12,"2024-2025","NF_Swannanoa_Walkertown","0344894205 ",45.3066196236559
2025,1,"2024-2025","NF_Swannanoa_Walkertown","0344894205 ",22.9255040322581
2025,2,"2024-2025","NF_Swannanoa_Walkertown","0344894205 ",73.5028645833333
2025,3,"2024-2025","NF_Swannanoa_Walkertown","0344894205 ",27.1153331320451
